age,name,birth_date,gender,state,city,country,salary
27,Ronald,,Female,Hesse,,Germany,784260.0
30,Kayla,,Male,Berlin,Hamburg,Germany,
30,Eric,,Male,,Berlin,Germany,521229.0
27,Jessica,,Female,Saxony,,Germany,
30,Ethan,,Male,Hesse,,Germany,886766.0
30,Natalie,,Male,Bavaria,,Germany,762699.0
27,Kenneth,,Female,,Hamburg,Germany,296388.0
27,Denise,,Female,Berlin,Munich,Germany,905741.0
30,Theresa,,Male,Lower Saxony,,Germany,620563.0
30,Rachel,,Male,,Berlin,Germany,425244.0
10,Zachary,,,Lower Saxony,Berlin,Germany,
30,Sara,,Male,,Berlin,Germany,752442.0
10,Evelyn,,,Saxony,Hamburg,Germany,597567.0
27,Deborah,,Female,Lower Saxony,,Germany,517078.0
27,Brenda,,Female,,,Germany,940896.0
10,Brenda,,,Rhineland-Palatinate,Berlin,Germany,879172.0
27,Betty,,Female,,,Germany,
10,Beverly,,,Saxony,Berlin,Germany,76771.0
27,Jacqueline,,Female,Lower Saxony,,Germany,294075.0
10,Walter,,,,,Germany,866621.0
27,Eric,,Female,Rhineland-Palatinate,Munich,Germany,909425.0
10,Rebecca,,,,,Germany,318440.0
30,Gerald,,Male,North Rhine-Westphalia,Munich,Germany,719351.0
30,Anna,,Male,,Hamburg,Germany,896413.0
30,Sophia,,Male,Lower Saxony,,Germany,695602.0
27,Rachel,,Female,Bavaria,,Germany,527293.0
30,Kyle,,Male,North Rhine-Westphalia,,Germany,114658.0
30,Timothy,,Male,North Rhine-Westphalia,Hamburg,Germany,798958.0
30,Kevin,,Male,Berlin,,Germany,983127.0
27,Amy,,Female,Saxony,Hamburg,Germany,105444.0
30,Jennifer,,Male,Baden-W�rttemberg,,Germany,300667.0
10,Nicole,,,Saxony,,Germany,486299.0
27,Amy,,Female,Baden-W�rttemberg,Hamburg,Germany,
10,Megan,,,North Rhine-Westphalia,,Germany,738932.0
27,Jennifer,,Female,Rhineland-Palatinate,Munich,Germany,181122.0
30,Roy,,Male,Berlin,Hamburg,Germany,807261.0
30,Amy,,Male,Bavaria,Hamburg,Germany,532396.0
10,George,,,Rhineland-Palatinate,Berlin,Germany,697931.0
30,Hannah,,Male,,,Germany,53260.0
27,Gloria,,Female,Hesse,Berlin,Germany,
10,Aaron,,,Saxony,,Germany,40001.0
30,Joshua,,Male,Saxony,Hamburg,Germany,770247.0
27,Aaron,,Female,,,Germany,562023.0
30,Natalie,,Male,Lower Saxony,,Germany,
30,Jerry,,Male,Lower Saxony,,Germany,223875.0
27,Noah,,Female,Rhineland-Palatinate,Munich,Germany,438315.0
30,Richard,,Male,Saxony,Berlin,Germany,798826.0
10,Joshua,,,,Munich,Germany,72474.0
27,Eugene,,Female,Saxony,,Germany,286151.0
10,Michael,,,Saxony,,Germany,484730.0
27,Doris,,Female,Lower Saxony,Hamburg,Germany,988009.0
10,Mark,,,,,Germany,705855.0
30,Lisa,,Male,,Hamburg,Germany,366427.0
27,John,,Female,,Hamburg,Germany,114342.0
10,Eugene,,,Saxony,Hamburg,Germany,151252.0
27,Teresa,,Female,Hesse,,Germany,113986.0
27,Lauren,,Female,Lower Saxony,,Germany,990923.0
27,Nancy,,Female,Hesse,,Germany,979329.0
27,Samuel,,Female,Berlin,Hamburg,Germany,216596.0
10,Angela,,,Rhineland-Palatinate,,Germany,249780.0
10,Bryan,,,Hesse,Munich,Germany,627151.0
30,Edward,,Male,North Rhine-Westphalia,Munich,Germany,639497.0
30,Jerry,,Male,,,Germany,220549.0
27,Henry,,Female,Lower Saxony,,Germany,599942.0
30,Helen,,Male,Hesse,Hamburg,Germany,780704.0
27,Mason,,Female,,,Germany,
10,Nicholas,,,,,Germany,934578.0
30,Barbara,,Male,Saxony,Berlin,Germany,272704.0
30,Emily,,Male,North Rhine-Westphalia,,Germany,403724.0
30,Russell,,Male,North Rhine-Westphalia,Munich,Germany,330439.0
30,Melissa,,Male,Lower Saxony,Berlin,Germany,245362.0
30,Henry,,Male,Rhineland-Palatinate,,Germany,253587.0
30,Richard,,Male,Berlin,Hamburg,Germany,374546.0
30,Matthew,,Male,,Hamburg,Germany,763770.0
10,Heather,,,Rhineland-Palatinate,Berlin,Germany,496910.0
27,Judith,,Female,Berlin,,Germany,150477.0
30,Jesse,,Male,Hesse,Hamburg,Germany,797719.0
27,Billy,,Female,Lower Saxony,Munich,Germany,
27,Kathryn,,Female,Baden-W�rttemberg,Hamburg,Germany,765836.0
27,Abigail,,Female,Lower Saxony,Hamburg,Germany,707914.0
10,Arthur,,,Lower Saxony,,Germany,780217.0
10,Ann,,,Baden-W�rttemberg,Berlin,Germany,559756.0
27,Emily,,Female,Baden-W�rttemberg,Berlin,Germany,738526.0
30,Natalie,,Male,Rhineland-Palatinate,,Germany,64336.0
30,Janet,,Male,Bavaria,Hamburg,Germany,488717.0
30,Catherine,,Male,Berlin,Hamburg,Germany,
10,Willie,,,Baden-W�rttemberg,Munich,Germany,972111.0
30,Jean,,Male,,,Germany,
30,David,,Male,Bavaria,Berlin,Germany,50565.0
10,Elijah,,,,,Germany,
10,Dorothy,,,Bavaria,Berlin,Germany,397955.0
27,Logan,,Female,,Hamburg,Germany,33139.0
30,Marie,,Male,Bavaria,Hamburg,Germany,127247.0
27,Frank,,Female,Lower Saxony,,Germany,370612.0
30,Evelyn,,Male,Hesse,Munich,Germany,499623.0
27,Raymond,,Female,Berlin,Hamburg,Germany,913765.0
10,Emily,,,Baden-W�rttemberg,Munich,Germany,536155.0
10,Scott,,,Baden-W�rttemberg,,Germany,367201.0
30,Mason,,Male,,Munich,Germany,682120.0
30,Susan,,Male,Rhineland-Palatinate,,Germany,145713.0
27,Sara,,Female,Hesse,Berlin,Germany,305741.0
27,Brittany,,Female,,Berlin,Germany,566828.0
27,Julie,,Female,Lower Saxony,Hamburg,Germany,675313.0
10,Joshua,,,North Rhine-Westphalia,Berlin,Germany,439080.0
30,Andrea,,Male,Baden-W�rttemberg,,Germany,
30,Anthony,,Male,Bavaria,,Germany,
27,Denise,,Female,Lower Saxony,Berlin,Germany,427479.0
10,Gary,,,Berlin,Berlin,Germany,32791.0
27,Patrick,,Female,North Rhine-Westphalia,Hamburg,Germany,622120.0
27,John,,Female,Lower Saxony,,Germany,799722.0
27,David,,Female,Bavaria,,Germany,692954.0
10,Ruth,,,North Rhine-Westphalia,Berlin,Germany,31139.0
27,Edward,,Female,Baden-W�rttemberg,Berlin,Germany,225998.0
27,Dennis,,Female,Lower Saxony,,Germany,
27,Lawrence,,Female,Bavaria,,Germany,
30,Elijah,,Male,Berlin,,Germany,123502.0
27,Christian,,Female,Lower Saxony,Hamburg,Germany,340852.0
27,Charlotte,,Female,Saxony,Hamburg,Germany,173056.0
30,David,,Male,Bavaria,Munich,Germany,509610.0
27,Janet,,Female,North Rhine-Westphalia,Berlin,Germany,534643.0
10,Betty,,,Bavaria,Munich,Germany,629223.0
30,Teresa,,Male,Lower Saxony,Berlin,Germany,681341.0
27,Andrew,,Female,,Munich,Germany,123104.0
27,Patricia,,Female,,,Germany,609605.0
30,Marilyn,,Male,,,Germany,
27,Judy,,Female,Baden-W�rttemberg,Hamburg,Germany,877691.0
30,Joe,,Male,Rhineland-Palatinate,,Germany,605236.0
30,Kathleen,,Male,Hesse,,Germany,197037.0
10,Richard,,,Saxony,Hamburg,Germany,17664.0
27,Danielle,,Female,Northern Ireland,London,U.K.,495873.0
30,Kyle,,Male,England,London,U.K.,217122.0
30,Alexis,,Male,Wales,,U.K.,
27,Nicole,,Female,Northern Ireland,Birmingham,U.K.,525422.0
30,Brian,,Male,Scotland,London,U.K.,670554.0
27,Justin,,Female,Northern Ireland,Manchester,U.K.,879836.0
10,Jack,,,Scotland,Birmingham,U.K.,49224.0
30,Patrick,,Male,Wales,Manchester,U.K.,594666.0
30,Kelly,,Male,Northern Ireland,,U.K.,191314.0
30,Denise,,Male,,,U.K.,868644.0
30,Danielle,,Male,Northern Ireland,Manchester,U.K.,618006.0
27,Joyce,,Female,Northern Ireland,London,U.K.,313743.0
10,Heather,,,Scotland,Manchester,U.K.,571463.0
30,Tyler,,Male,Wales,,U.K.,705576.0
30,Larry,,Male,Scotland,,U.K.,675644.0
27,Jordan,,Female,Wales,,U.K.,59360.0
30,Raymond,,Male,England,Manchester,U.K.,550482.0
30,Linda,,Male,Wales,Birmingham,U.K.,634494.0
27,Gerald,,Female,Wales,Manchester,U.K.,559270.0
27,Julia,,Female,England,Manchester,U.K.,517104.0
30,Douglas,,Male,England,Manchester,U.K.,352881.0
27,Julie,,Female,Wales,,U.K.,572329.0
27,Michelle,,Female,Scotland,London,U.K.,238930.0
10,Carolyn,,,Wales,,U.K.,716081.0
27,Janice,,Female,Wales,,U.K.,886407.0
27,Lisa,,Female,England,,U.K.,248520.0
30,Kayla,,Male,Wales,Manchester,U.K.,759597.0
27,Kathleen,,Female,Northern Ireland,,U.K.,770908.0
27,Judy,,Female,Northern Ireland,Birmingham,U.K.,706714.0
30,Andrea,,Male,,London,U.K.,113225.0
27,Rebecca,,Female,Wales,London,U.K.,299886.0
27,Jesse,,Female,Northern Ireland,,U.K.,972008.0
10,Jack,,,England,,U.K.,335282.0
30,Peter,,Male,Wales,Birmingham,U.K.,940392.0
27,Gerald,,Female,Wales,Birmingham,U.K.,714822.0
10,Joe,,,Scotland,,U.K.,
10,Donna,,,Wales,Birmingham,U.K.,894373.0
27,Billy,,Female,Wales,Manchester,U.K.,263046.0
30,Amber,,Male,Wales,,U.K.,863586.0
30,Steven,,Male,Scotland,London,U.K.,19782.0
30,Keith,,Male,Northern Ireland,Manchester,U.K.,154560.0
27,Alan,,Female,Northern Ireland,London,U.K.,745566.0
27,Keith,,Female,England,,U.K.,22640.0
30,Edward,,Male,,Birmingham,U.K.,90580.0
10,Dennis,,,Northern Ireland,,U.K.,63128.0
27,Isabella,,Female,Wales,Birmingham,U.K.,886916.0
30,Bradley,,Male,Wales,,U.K.,
30,Barbara,,Male,Northern Ireland,,U.K.,774923.0
30,Sharon,,Male,Scotland,Birmingham,U.K.,743561.0
27,Margaret,,Female,England,London,U.K.,743456.0
30,Kevin,,Male,Northern Ireland,Manchester,U.K.,189745.0
27,Robert,,Female,Scotland,London,U.K.,993081.0
27,Lori,,Female,Wales,Manchester,U.K.,345522.0
27,Rachel,,Female,Wales,Birmingham,U.K.,269341.0
27,Jerry,,Female,England,Birmingham,U.K.,288796.0
27,Patricia,,Female,England,Manchester,U.K.,40628.0
10,Randy,,,Scotland,London,U.K.,689687.0
27,Matthew,,Female,England,Manchester,U.K.,600373.0
27,Pamela,,Female,Scotland,London,U.K.,374497.0
27,Jerry,,Female,Scotland,Manchester,U.K.,
30,Madison,,Male,Wales,,U.K.,845397.0
27,Ann,,Female,England,,U.K.,630495.0
27,Cheryl,,Female,,Birmingham,U.K.,352661.0
30,Joyce,,Male,Wales,,U.K.,394971.0
27,Raymond,,Female,England,Manchester,U.K.,736690.0
10,Adam,,,Northern Ireland,,U.K.,382657.0
27,Daniel,,Female,Northern Ireland,London,U.K.,858643.0
30,Kelly,,Male,Wales,Birmingham,U.K.,444491.0
30,William,,Male,England,,U.K.,
27,Terry,,Female,Scotland,,U.K.,133995.0
27,Marie,,Female,Wales,London,U.K.,355276.0
27,Patricia,,Female,England,,U.K.,234867.0
27,Kayla,,Female,Wales,London,U.K.,888183.0
30,Douglas,,Male,Wales,London,U.K.,756554.0
30,Christina,,Male,Northern Ireland,,U.K.,
30,Gary,,Male,Scotland,Birmingham,U.K.,347316.0
30,Marie,,Male,Wales,London,U.K.,290227.0
30,Arthur,,Male,,London,U.K.,938328.0
30,Joan,,Male,England,Birmingham,U.K.,437053.0
27,John,,Female,,London,U.K.,586510.0
10,Hannah,,,Scotland,Birmingham,U.K.,452320.0
30,Christopher,,Male,,Manchester,U.K.,634711.0
10,Stephanie,,,Northern Ireland,,U.K.,225416.0
27,Joan,,Female,Northern Ireland,,U.K.,574151.0
30,Ethan,,Male,England,,U.K.,400267.0
30,Roy,,Male,England,Manchester,U.K.,345963.0
10,Elizabeth,,,Wales,,U.K.,201983.0
27,Patricia,,Female,,,U.K.,450684.0
10,Hannah,,,,London,U.K.,441478.0
27,Henry,,Female,,Manchester,U.K.,691031.0
10,Cynthia,,,Wales,,U.K.,504534.0
10,Carol,,,Scotland,London,U.K.,57808.0
10,Christopher,,,Wales,,U.K.,870604.0
10,Diane,,,Northern Ireland,,U.K.,326375.0
30,Janet,,Male,Northern Ireland,Manchester,U.K.,38815.0
30,John,,Male,England,,U.K.,371473.0
10,Donald,,,,London,U.K.,594783.0
10,Charlotte,,,,,U.K.,322843.0
30,Gerald,,Male,England,Manchester,U.K.,698693.0
10,Jordan,,,Northern Ireland,,U.K.,
10,Raymond,,,,Manchester,U.K.,
27,Roger,,Female,Scotland,,U.K.,398216.0
27,Isabella,,Female,England,London,U.K.,894942.0
10,Edward,,,England,London,U.K.,128969.0
30,Raymond,,Male,Northern Ireland,London,U.K.,645061.0
10,Amy,,,England,London,U.K.,371828.0
30,Marie,,Male,Scotland,Manchester,U.K.,349400.0
30,Olivia,,Male,Northern Ireland,Manchester,U.K.,705817.0
27,Megan,,Female,Northern Ireland,,U.K.,281002.0
30,Mark,,Male,Wales,Manchester,U.K.,796080.0
27,Martha,,Female,England,Manchester,U.K.,303706.0
30,Alice,,Male,,Birmingham,U.K.,953826.0
27,Sandra,,Female,Northern Ireland,London,U.K.,629299.0
27,Anthony,,Female,Scotland,London,U.K.,201134.0
30,Christine,,Male,Wales,Manchester,U.K.,551416.0
30,Joseph,,Male,Northern Ireland,Birmingham,U.K.,370899.0
27,Margaret,,Female,Scotland,Birmingham,U.K.,683792.0
30,Tyler,,Male,,London,U.K.,792874.0
30,Alan,,Male,England,Manchester,U.K.,144133.0
10,Andrea,,,England,London,U.K.,493161.0
10,Sara,,,England,,U.K.,895043.0
30,Noah,,Male,Northern Ireland,,U.K.,460142.0
27,Sara,,Female,,,U.K.,998497.0
27,Stephen,,Female,Scotland,Birmingham,U.K.,301405.0
27,Jeremy,,Female,Northern Ireland,,U.K.,1539.0
10,Christine,,,Wales,Birmingham,U.K.,826631.0
30,Gary,,Male,Wales,Manchester,U.K.,313856.0
30,Sophia,,Male,England,,U.K.,396448.0
30,Cheryl,,Male,Wales,,U.K.,
30,Charles,,Male,Northern Ireland,,U.K.,420799.0
27,Brian,,Female,Wales,Birmingham,U.K.,118146.0
30,Samantha,,Male,Scotland,,U.K.,316969.0
10,Joe,,,England,London,U.K.,783855.0
10,Lauren,,,Wales,,U.K.,454205.0
27,Sandra,,Female,Scotland,,U.K.,418647.0
10,Katherine,,,England,London,U.K.,713618.0
27,Brian,,Female,,,U.K.,881334.0
30,Sophia,,Male,England,Manchester,U.K.,746107.0
30,Steven,,Male,,,U.K.,10110.0
30,Arthur,,Male,England,Manchester,U.K.,801383.0
10,Theresa,,,,London,U.K.,220654.0
27,William,,Female,,London,U.K.,867704.0
10,Richard,,,,,U.K.,352780.0
30,Danielle,,Male,Scotland,Manchester,U.K.,826147.0
27,Bradley,,Female,Scotland,London,U.K.,34069.0
27,Madison,,Female,Wales,,U.K.,54890.0
27,Jose,,Female,England,,U.K.,
30,Shirley,,Male,Scotland,,U.K.,29439.0
27,Eugene,,Female,Northern Ireland,,U.K.,152562.0
30,Dennis,,Male,,,U.K.,527244.0
30,Edward,,Male,Wales,London,U.K.,670873.0
10,Karen,,,Northern Ireland,,U.K.,419596.0
27,Brian,,Female,Scotland,,U.K.,957180.0
30,Donald,,Male,Northern Ireland,,U.K.,286127.0
27,Roy,,Female,Scotland,,U.K.,
27,Carol,,Female,England,London,U.K.,828056.0
30,Judy,,Male,,,U.K.,421080.0
27,Ronald,,Female,Wales,Manchester,U.K.,327821.0
30,Amanda,,Male,,Birmingham,U.K.,482910.0
27,Teresa,,Female,Wales,Birmingham,U.K.,861652.0
27,Noah,,Female,Northern Ireland,,U.K.,897632.0
10,Roger,,,Northern Ireland,Birmingham,U.K.,
10,Deborah,,,England,,U.K.,170902.0
30,Mark,,Male,Wales,,U.K.,408678.0
27,Lauren,,Female,Scotland,,U.K.,455680.0
27,Joseph,,Female,England,Birmingham,U.K.,64698.0
30,Henry,,Male,Wales,,U.K.,56148.0
27,Diana,,Female,Scotland,London,U.K.,651805.0
10,Gloria,,,England,Birmingham,U.K.,
10,Megan,,,Scotland,Manchester,U.K.,
27,Gary,,Female,England,Birmingham,U.K.,450815.0
30,Nancy,,Male,Scotland,Birmingham,U.K.,742216.0
27,George,,Female,,,U.K.,924130.0
30,Diane,,Male,Scotland,Manchester,U.K.,7408.0
27,Jason,,Female,Northern Ireland,London,U.K.,395958.0
27,Michelle,,Female,England,London,U.K.,177493.0
27,Madison,,Female,,,U.K.,676022.0
30,Patricia,,Male,Northern Ireland,,U.K.,555866.0
10,Evelyn,,,Wales,,U.K.,76240.0
27,Alice,,Female,England,Manchester,U.K.,537937.0
27,Juan,,Female,Scotland,,U.K.,615889.0
27,Nicole,,Female,Wales,,U.K.,378078.0
27,Janet,,Female,Scotland,,U.K.,215161.0
27,Frances,,Female,Wales,London,U.K.,437289.0
27,Julia,,Female,Scotland,Manchester,U.K.,432427.0
27,Kayla,,Female,Northern Ireland,,U.K.,
27,Brittany,,Female,Northern Ireland,Birmingham,U.K.,663476.0
27,Sandra,,Female,Northern Ireland,Manchester,U.K.,502138.0
10,Timothy,,,England,Manchester,U.K.,
30,Brian,,Male,,Birmingham,U.K.,886991.0
27,Joan,,Female,Wales,,U.K.,761928.0
10,Philip,,,England,Manchester,U.K.,
30,Victoria,,Male,Scotland,Manchester,U.K.,540747.0
27,Charlotte,,Female,Northern Ireland,London,U.K.,
30,Mark,,Male,,Birmingham,U.K.,294339.0
27,William,,Female,,,U.K.,956726.0
10,Isabella,,,Wales,Birmingham,U.K.,619510.0
10,Noah,,,Wales,London,U.K.,832592.0
30,Bobby,,Male,Wales,London,U.K.,895271.0
10,Gary,,,Scotland,,U.K.,
27,Christina,,Female,Scotland,Manchester,U.K.,19440.0
10,Lisa,,,Wales,,U.K.,835275.0
30,Patrick,,Male,England,,U.K.,513129.0
30,Charles,,Male,Wales,,U.K.,999812.0
30,Deborah,,Male,Wales,Manchester,U.K.,351765.0
30,Christina,,Male,England,Manchester,U.K.,788938.0
10,Brandon,,,,,U.K.,685646.0
27,Emma,,Female,Wales,,U.K.,202350.0
30,Roy,,Male,,Manchester,U.K.,227885.0
27,Rachel,,Female,England,Birmingham,U.K.,147174.0
10,Keith,,,England,,U.K.,678946.0
30,Cheryl,,Male,Wales,London,U.K.,
27,Harold,,Female,Northern Ireland,Manchester,U.K.,154875.0
30,Jordan,,Male,Northern Ireland,,U.K.,
27,George,,Female,Scotland,London,U.K.,882452.0
27,Edward,,Female,,London,U.K.,856735.0
10,Maria,,,Northern Ireland,London,U.K.,915195.0
10,Zachary,,,England,London,U.K.,101519.0
10,Randy,,,Scotland,,U.K.,
30,Janice,,Male,Wales,,U.K.,215320.0
27,Michelle,,Female,Catalonia,Valencia,Spain,386168.0
27,Kathleen,,Female,Aragon,,Spain,
27,Diane,,Female,Aragon,,Spain,197080.0
30,Daniel,,Male,Andalusia,Barcelona,Spain,604787.0
27,Virginia,,Female,Valencia,Barcelona,Spain,403521.0
30,Jeffrey,,Male,Aragon,,Spain,991812.0
27,Raymond,,Female,Valencia,,Spain,922773.0
30,Robert,,Male,,,Spain,661118.0
27,Kyle,,Female,Castile and Le�n,,Spain,481397.0
10,Evelyn,,,Valencia,Barcelona,Spain,275031.0
27,Pamela,,Female,Castile and Le�n,Valencia,Spain,575322.0
30,Russell,,Male,Andalusia,,Spain,393422.0
27,Shirley,,Female,Castile and Le�n,Barcelona,Spain,541360.0
27,Andrew,,Female,Galicia,Madrid,Spain,714854.0
30,Sara,,Male,,Valencia,Spain,594045.0
27,Sara,,Female,Basque Country,,Spain,141477.0
30,Frances,,Male,,Barcelona,Spain,527110.0
30,Sophia,,Male,Catalonia,Barcelona,Spain,897414.0
30,Julia,,Male,Madrid,Barcelona,Spain,531522.0
10,Mason,,,Aragon,Valencia,Spain,379908.0
30,David,,Male,Valencia,,Spain,723837.0
10,Alan,,,Aragon,,Spain,955611.0
30,Karen,,Male,Castile and Le�n,,Spain,294428.0
30,Arthur,,Male,Basque Country,Valencia,Spain,
27,Barbara,,Female,Valencia,,Spain,582526.0
27,Judy,,Female,,,Spain,190010.0
30,Donna,,Male,Galicia,Valencia,Spain,36314.0
27,Susan,,Female,,Madrid,Spain,201999.0
30,Debra,,Male,Aragon,Madrid,Spain,
30,Douglas,,Male,,,Spain,460612.0
27,Janet,,Female,Valencia,Madrid,Spain,162545.0
27,Megan,,Female,Aragon,,Spain,116299.0
27,Ralph,,Female,Basque Country,Barcelona,Spain,460012.0
27,Eric,,Female,Valencia,,Spain,
27,Anna,,Female,Madrid,Madrid,Spain,580481.0
30,Melissa,,Male,Basque Country,Barcelona,Spain,225307.0
27,Bobby,,Female,,Madrid,Spain,408903.0
10,Andrew,,,Andalusia,Valencia,Spain,71032.0
27,Diane,,Female,Galicia,Madrid,Spain,734682.0
27,Jesse,,Female,Catalonia,Madrid,Spain,345756.0
30,Virginia,,Male,Catalonia,Barcelona,Spain,846339.0
27,Amy,,Female,Basque Country,Valencia,Spain,696852.0
27,Roy,,Female,Castile and Le�n,Valencia,Spain,128608.0
10,Russell,,,Catalonia,Barcelona,Spain,314899.0
10,Rachel,,,Galicia,Valencia,Spain,
27,Anna,,Female,Castile and Le�n,,Spain,
27,Catherine,,Female,Valencia,,Spain,236402.0
30,Amy,,Male,Catalonia,Valencia,Spain,15693.0
27,Thomas,,Female,,Barcelona,Spain,951705.0
30,Richard,,Male,,Barcelona,Spain,352327.0
27,Joseph,,Female,,,Spain,215114.0
27,Charlotte,,Female,Basque Country,Valencia,Spain,
27,Julie,,Female,Galicia,,Spain,719678.0
27,Olivia,,Female,,Valencia,Spain,881304.0
30,Douglas,,Male,,Valencia,Spain,546875.0
10,Stephen,,,Basque Country,,Spain,
30,Alan,,Male,,,Spain,938778.0
27,Beverly,,Female,Andalusia,Barcelona,Spain,417749.0
27,Victoria,,Female,Galicia,Madrid,Spain,451645.0
10,Jose,,,Valencia,,Spain,147591.0
10,Anna,,,,,Spain,189487.0
30,Stephen,,Male,Catalonia,Barcelona,Spain,216357.0
10,Amanda,,,Castile and Le�n,,Spain,451847.0
10,Martha,,,Andalusia,Madrid,Spain,649719.0
10,Brenda,,,,Madrid,Spain,225553.0
27,Julia,,Female,,Valencia,Spain,661863.0
27,Alexis,,Female,Andalusia,Valencia,Spain,517783.0
30,Robert,,Male,Castile and Le�n,Madrid,Spain,181213.0
27,Janice,,Female,Galicia,Madrid,Spain,628314.0
10,Evelyn,,,Galicia,Valencia,Spain,526606.0
27,Bryan,,Female,Galicia,,Spain,
10,Gloria,,,Andalusia,Barcelona,Spain,269624.0
30,Grace,,Male,,,Spain,509989.0
27,Kyle,,Female,Galicia,Valencia,Spain,454746.0
27,Beverly,,Female,Andalusia,,Spain,271261.0
30,Jesse,,Male,Madrid,Madrid,Spain,837188.0
27,Ronald,,Female,Madrid,Madrid,Spain,414483.0
30,Daniel,,Male,Aragon,Valencia,Spain,
27,Madison,,Female,Galicia,,Spain,646425.0
30,Ruth,,Male,Madrid,,Spain,362945.0
10,Terry,,,,,Spain,121641.0
30,Donna,,Male,Aragon,Madrid,Spain,502292.0
30,Jose,,Male,Galicia,Madrid,Spain,495873.0
30,Betty,,Male,,,Spain,542275.0
10,Grace,,,Castile and Le�n,Madrid,Spain,899401.0
10,Betty,,,,,Spain,972255.0
30,Harold,,Male,Andalusia,Madrid,Spain,955418.0
27,Juan,,Female,Madrid,Valencia,Spain,605304.0
30,Danielle,,Male,Galicia,Valencia,Spain,
30,Julie,,Male,Castile and Le�n,Valencia,Spain,192796.0
27,Kimberly,,Female,Catalonia,Valencia,Spain,311094.0
27,Dennis,,Female,,Barcelona,Spain,34168.0
30,Joe,,Male,Basque Country,Valencia,Spain,100324.0
10,Dorothy,,,Castile and Le�n,Valencia,Spain,592113.0
27,John,,Female,Catalonia,Barcelona,Spain,
27,Frank,,Female,Catalonia,,Spain,678213.0
30,Pamela,,Male,Aragon,,Spain,442635.0
27,Roger,,Female,,,Spain,808582.0
10,Walter,,,,,Spain,253152.0
30,Martha,,Male,Catalonia,Barcelona,Spain,677356.0
30,Daniel,,Male,Galicia,Valencia,Spain,740746.0
27,Abigail,,Female,Valencia,,Spain,490018.0
27,Teresa,,Female,,Madrid,Spain,7812.0
27,Edward,,Female,,Barcelona,Spain,363936.0
27,Susan,,Female,Madrid,Madrid,Spain,523978.0
27,Mark,,Female,Aragon,Valencia,Spain,259731.0
27,Albert,,Female,Castile and Le�n,,Spain,
30,Kelly,,Male,,Valencia,Spain,987336.0
30,Katherine,,Male,Catalonia,Madrid,Spain,569822.0
10,Sean,,,,Barcelona,Spain,872967.0
30,Kathryn,,Male,Valencia,Barcelona,Spain,87096.0
30,Michael,,Male,Catalonia,,Spain,613940.0
10,William,,,,,Spain,532892.0
27,Alexander,,Female,,Valencia,Spain,
30,Adam,,Male,Castile and Le�n,,Spain,18025.0
27,Dorothy,,Female,,,Spain,544260.0
30,Olivia,,Male,Andalusia,,Spain,523691.0
27,Elizabeth,,Female,Valencia,,Spain,167953.0
30,Bradley,,Male,,,Spain,594515.0
30,Carolyn,,Male,,Barcelona,Spain,615683.0
10,Sophia,,,Andalusia,,Spain,856189.0
27,Alexander,,Female,Valencia,Barcelona,Spain,351132.0
30,Theresa,,Male,Catalonia,Madrid,Spain,617218.0
27,Bryan,,Female,Veracruz,,Mexico,607794.0
10,Teresa,,,Puebla,Mexico City,Mexico,427282.0
10,Mary,,,Veracruz,Guadalajara,Mexico,349259.0
10,Samantha,,,Guanajuato,,Mexico,752158.0
27,Angela,,Female,Guanajuato,,Mexico,515648.0
30,Walter,,Male,Mexico City,,Mexico,384622.0
10,Kenneth,,,Mexico City,Monterrey,Mexico,737581.0
30,Adam,,Male,Jalisco,,Mexico,502714.0
27,Judith,,Female,Jalisco,,Mexico,762289.0
30,Patrick,,Male,,Monterrey,Mexico,111152.0
10,Diane,,,,,Mexico,901255.0
10,Donald,,,,,Mexico,459219.0
27,Cynthia,,Female,Veracruz,,Mexico,467383.0
30,Joyce,,Male,Chiapas,Guadalajara,Mexico,406542.0
27,Harold,,Female,Jalisco,Guadalajara,Mexico,561530.0
30,Samuel,,Male,Nuevo Le�n,,Mexico,
27,Christine,,Female,,,Mexico,127992.0
30,Joe,,Male,Guanajuato,Monterrey,Mexico,955746.0
30,Paul,,Male,Chiapas,,Mexico,650245.0
10,Carolyn,,,Mexico City,Mexico City,Mexico,740493.0
27,Nicole,,Female,State of Mexico,Mexico City,Mexico,
27,Alan,,Female,,Guadalajara,Mexico,399201.0
30,Michelle,,Male,Veracruz,Mexico City,Mexico,
27,Amanda,,Female,Puebla,Mexico City,Mexico,702088.0
30,Walter,,Male,Mexico City,Guadalajara,Mexico,869497.0
30,Christina,,Male,Puebla,Guadalajara,Mexico,345762.0
10,Janice,,,Jalisco,Monterrey,Mexico,
27,Bruce,,Female,Nuevo Le�n,Guadalajara,Mexico,
30,Danielle,,Male,,Monterrey,Mexico,418380.0
30,William,,Male,Mexico City,,Mexico,412045.0
27,Maria,,Female,Chiapas,Mexico City,Mexico,497449.0
27,Gregory,,Female,Veracruz,Mexico City,Mexico,231469.0
30,Madison,,Male,Guanajuato,Mexico City,Mexico,
30,Keith,,Male,Nuevo Le�n,Guadalajara,Mexico,985888.0
30,Kathryn,,Male,,Guadalajara,Mexico,906348.0
30,Jennifer,,Male,Guanajuato,,Mexico,77599.0
27,Shirley,,Female,Jalisco,Guadalajara,Mexico,994728.0
